epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,909.114,0.52778,0.48867,1.23288,0.88781,0.90909,0.90523,0.73823,0.68201,0.8414,1.29333,0.0001487,0.0001487,0.0001487
189,913.845,0.55294,0.47515,1.24191,0.90153,0.90909,0.90541,0.72865,0.69547,0.85545,1.30234,0.0001388,0.0001388,0.0001388
190,918.57,0.53076,0.48154,1.22623,0.90183,0.90909,0.90572,0.72477,0.70938,0.85874,1.31367,0.0001289,0.0001289,0.0001289
191,923.543,0.48315,0.80248,1.22182,0.90861,0.90401,0.90511,0.72952,0.71318,0.89978,1.31861,0.000119,0.000119,0.000119
192,928.203,0.48431,0.69964,1.19242,0.89401,0.90909,0.91425,0.72792,0.71211,0.92226,1.30809,0.0001091,0.0001091,0.0001091
193,932.947,0.46296,0.64663,1.16532,0.90541,0.90909,0.92474,0.72646,0.71493,0.91969,1.30811,9.92e-05,9.92e-05,9.92e-05
194,937.717,0.42575,0.58835,1.12825,0.95867,0.90909,0.92884,0.73228,0.74603,0.86821,1.34595,8.93e-05,8.93e-05,8.93e-05
195,942.395,0.42508,0.50808,1.16414,0.95132,0.90909,0.92686,0.73104,0.77514,0.82463,1.40192,7.94e-05,7.94e-05,7.94e-05
196,947.246,0.39574,0.42344,1.14897,0.94722,0.90909,0.92686,0.72902,0.77798,0.80994,1.41787,6.95e-05,6.95e-05,6.95e-05
197,951.886,0.42044,0.44304,1.18344,0.94383,0.90909,0.92506,0.72765,0.77085,0.78316,1.41697,5.96e-05,5.96e-05,5.96e-05
198,956.538,0.38551,0.37333,1.10495,0.94684,0.90909,0.92605,0.73575,0.77171,0.768,1.41005,4.97e-05,4.97e-05,4.97e-05
199,961.181,0.38657,0.39382,1.14386,0.958,0.90909,0.92607,0.73693,0.77144,0.76428,1.42765,3.98e-05,3.98e-05,3.98e-05
200,965.868,0.43564,0.43411,1.15118,0.96675,0.90909,0.92659,0.73531,0.76912,0.74911,1.43092,2.99e-05,2.99e-05,2.99e-05
